LongEntryThr,-1,-1,,,,RESULTS,zd5,zd10,zd20,COMBO,,,,,Correls,5day,10day,20day,TRY,-0.994766047,-0.301718876,-0.096730749,-2.087140557,-0.983561737,-0.962295287,-0.967506466,0,-0.316111803,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,,,,,,,
9/6/20,BTC,10256.2,0.0088,-0.1397,-0.0948,-0.1649,-2.4785,-1.1584,-1.4045,ETH,352.8,0.0531,-0.2579,-0.0795,-0.1812,-2.4660,-0.5234,-0.7421,-0.0125,-0.6351,-0.6623,0.0319,0.0610,1.9142,1.0000,2.9142,0.6569,0.3431,0.0067,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/7/20,BTC,10373.44,0.0114,-0.0891,-0.1001,-0.1316,-1.4932,-1.1973,-1.0854,ETH,353.59,0.0022,-0.1955,-0.1051,-0.1620,-1.7494,-0.6832,-0.6506,0.2561,-0.5142,-0.4348,0.0318,0.0609,1.9150,1.0000,2.9150,0.6569,0.3431,0.0001,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/8/20,BTC,10126.65,-0.0238,-0.0014,-0.1168,-0.1385,-0.0229,-1.3696,-1.1196,ETH,337.39,-0.0458,-0.1154,-0.1537,-0.1720,-0.9950,-0.9843,-0.6795,0.9720,-0.3853,-0.4401,0.0320,0.0613,1.9149,1.0000,2.9149,0.6569,0.3431,-0.0077,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/9/20,BTC,10219.2,0.0091,-0.0217,-0.1274,-0.1379,-0.3557,-1.4574,-1.0917,ETH,350.85,0.0399,-0.0893,-0.1821,-0.1565,-0.7589,-1.1411,-0.6084,0.4031,-0.3163,-0.4833,0.0320,0.0619,1.9329,1.0000,2.9329,0.6590,0.3410,-0.0090,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/10/20,BTC,10336.87,0.0115,0.0167,-0.1127,-0.1036,0.2736,-1.2564,-0.8042,ETH,367.93,0.0487,0.0983,-0.1518,-0.0517,0.8279,-0.9290,-0.1980,-0.5543,-0.3275,-0.6062,0.0319,0.0613,1.9230,1.0000,2.9230,0.6579,0.3421,-0.0021,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/11/20,BTC,10387.89,0.0049,0.0128,-0.1287,-0.1093,0.2099,-1.4062,-0.8411,ETH,373.63,0.0155,0.0590,-0.2141,-0.0547,0.4965,-1.2857,-0.2090,-0.2866,-0.1205,-0.6321,0.0317,0.0613,1.9300,1.0000,2.9300,0.6587,0.3413,-0.0096,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/12/20,BTC,10440.92,0.0051,0.0065,-0.0832,-0.1036,0.1066,-0.8885,-0.7895,ETH,387.78,0.0379,0.0967,-0.1177,-0.0075,0.8153,-0.6878,-0.0286,-0.7088,-0.2006,-0.7609,0.0318,0.0618,1.9426,1.0000,2.9426,0.6602,0.3398,0.0119,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/13/20,BTC,10332.83,-0.0104,0.0204,0.0189,-0.1205,0.3336,0.2000,-0.9071,ETH,366.42,-0.0551,0.0860,-0.0393,-0.1012,0.7251,-0.2270,-0.3853,-0.3916,0.4270,-0.5217,0.0317,0.0622,1.9642,1.0000,2.9642,0.6626,0.3374,0.0119,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/14/20,BTC,10671.77,0.0328,0.0443,0.0216,-0.0571,0.7261,0.2281,-0.4242,ETH,377.12,0.0292,0.0749,-0.0211,-0.0152,0.6314,-0.1216,-0.0573,0.0947,0.3497,-0.3669,0.0319,0.0611,1.9131,1.0000,2.9131,0.6567,0.3433,0.0189,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/15/20,BTC,10785.31,0.0106,0.0434,0.0608,-0.0590,0.7104,0.6441,-0.4359,ETH,364.06,-0.0346,-0.0105,0.0867,-0.0564,-0.0889,0.4995,-0.2127,0.7993,0.1446,-0.2233,0.0319,0.0616,1.9313,1.0000,2.9313,0.6589,0.3411,0.0093,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/16/20,BTC,10954.01,0.0156,0.0545,0.0680,-0.0332,0.8921,0.7200,-0.2440,ETH,365.11,0.0029,-0.0228,0.0349,-0.0474,-0.1932,0.2017,-0.1778,1.0854,0.5183,-0.0663,0.0321,0.0616,1.9204,1.0000,2.9204,0.6576,0.3424,-0.0236,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/17/20,BTC,10939.99,-0.0013,0.0478,0.0546,-0.0509,0.7803,0.5785,-0.3731,ETH,389.36,0.0664,0.0041,0.1012,-0.0146,0.0345,0.5872,-0.0543,0.7458,-0.0087,-0.3187,0.0318,0.0630,1.9840,1.0000,2.9840,0.6649,0.3351,0.0039,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/18/20,BTC,10933.39,-0.0006,0.0581,0.0797,-0.0464,0.9473,0.8438,-0.3389,ETH,384.39,-0.0128,0.0490,0.1393,-0.0358,0.4156,0.8108,-0.1332,0.5317,0.0330,-0.2057,0.0318,0.0631,1.9860,1.0000,2.9860,0.6651,0.3349,0.0082,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/19/20,BTC,11080.65,0.0135,0.0383,0.0843,-0.0538,0.6225,0.8919,-0.3914,ETH,385.25,0.0022,0.0216,0.0980,-0.1019,0.1830,0.5723,-0.3779,0.4394,0.3196,-0.0136,0.0315,0.0605,1.9208,1.0000,2.9208,0.6576,0.3424,0.0031,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/20/20,BTC,10920.28,-0.0145,0.0125,0.0564,-0.0626,0.2032,0.5955,-0.4529,ETH,371.04,-0.0369,0.0192,0.0085,-0.1447,0.1627,0.0494,-0.5322,0.0404,0.5461,0.0793,0.0316,0.0609,1.9246,1.0000,2.9246,0.6581,0.3419,-0.0020,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/21/20,BTC,10417.22,-0.0461,-0.0490,0.0028,-0.1262,-0.7965,0.0298,-0.9074,ETH,340.36,-0.0827,-0.0678,-0.0890,-0.2841,-0.5779,-0.5194,-1.0314,-0.2186,0.5491,0.1240,0.0324,0.0582,1.7949,1.0000,2.7949,0.6422,0.3578,0.0029,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/22/20,BTC,10529.61,0.0108,-0.0375,0.0085,-0.0754,-0.6056,0.0895,-0.5346,ETH,344.21,0.0113,-0.1160,-0.1124,-0.2168,-0.9908,-0.6501,-0.7683,0.3853,0.7397,0.2338,0.0313,0.0566,1.8096,1.0000,2.8096,0.6441,0.3559,0.0067,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/23/20,BTC,10241.46,-0.0274,-0.0633,-0.0088,0.0099,-1.0169,-0.0932,0.0698,ETH,320.72,-0.0682,-0.1656,-0.1247,-0.1591,-1.4094,-0.7150,-0.5546,0.3924,0.6219,0.6244,0.0200,0.0509,2.5497,1.0000,3.5497,0.7183,0.2817,0.0099,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/24/20,BTC,10736.32,0.0483,-0.0311,0.0060,0.0278,-0.4956,0.0637,0.1953,ETH,348.97,0.0881,-0.0942,-0.0746,-0.0942,-0.8163,-0.4278,-0.3256,0.3206,0.4915,0.5209,0.0217,0.0551,2.5384,1.0000,3.5384,0.7174,0.2826,-0.0057,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/25/20,BTC,10686.67,-0.0046,-0.0214,-0.0091,0.0511,-0.3416,-0.0966,0.3598,ETH,351.92,0.0085,-0.0515,-0.0333,0.0505,-0.4598,-0.1936,0.1735,0.1182,0.0970,0.1862,0.0207,0.0463,2.2345,1.0000,3.2345,0.6908,0.3092,0.0010,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/26/20,BTC,10728.6,0.0039,0.0299,-0.0206,0.0461,0.5016,-0.2240,0.3268,ETH,353.92,0.0057,0.0398,-0.0306,0.0032,0.3643,-0.1828,0.0109,0.1374,-0.0412,0.3158,0.0207,0.0449,2.1679,1.0000,3.1679,0.6843,0.3157,-0.0003,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/27/20,BTC,10774.25,0.0043,0.0232,-0.0151,0.0386,0.4061,-0.1695,0.2755,ETH,357.49,0.0101,0.0386,-0.0819,0.0110,0.3572,-0.4994,0.0380,0.0489,0.3299,0.2375,0.0206,0.0449,2.1808,1.0000,3.1808,0.6856,0.3144,-0.0019,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/28/20,BTC,10696.12,-0.0073,0.0444,-0.0217,0.0562,0.8324,-0.2522,0.4054,ETH,353.96,-0.0099,0.1036,-0.0792,0.0491,0.9700,-0.4922,0.1692,-0.1376,0.2400,0.2362,0.0198,0.0436,2.2010,1.0000,3.2010,0.6876,0.3124,0.0041,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/29/20,BTC,10840.48,0.0135,0.0097,-0.0217,0.0608,0.1929,-0.2637,0.4428,ETH,359.79,0.0165,0.0310,-0.0661,0.0255,0.2899,-0.4288,0.0882,-0.0971,0.1652,0.3545,0.0199,0.0429,2.1540,1.0000,3.1540,0.6829,0.3171,-0.0041,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/30/20,BTC,10776.59,-0.0059,0.0084,-0.0132,0.0425,0.1798,-0.1683,0.3148,ETH,359.83,0.0001,0.0225,-0.0302,-0.0220,0.2117,-0.2058,-0.0769,-0.0320,0.0375,0.3916,0.0199,0.0415,2.0830,1.0000,3.0830,0.6756,0.3244,-0.0036,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/1/20,BTC,10619.13,-0.0146,-0.0102,0.0194,0.0223,-0.2224,0.2690,0.1690,ETH,352.85,-0.0194,-0.0030,0.0367,-0.0556,-0.0293,0.2709,-0.1981,-0.1931,-0.0019,0.3671,0.0202,0.0415,2.0498,1.0000,3.0498,0.6721,0.3279,0.0037,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/2/20,BTC,10570.4,-0.0046,-0.0189,0.0039,0.0124,-0.4128,0.0558,0.0954,ETH,345.6,-0.0205,-0.0333,0.0040,-0.1088,-0.3297,0.0315,-0.3942,-0.0832,0.0244,0.4897,0.0203,0.0406,2.0028,1.0000,3.0028,0.6670,0.3330,-0.0021,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/3/20,BTC,10542.06,-0.0027,-0.0144,0.0294,0.0202,-0.3142,0.4484,0.1585,ETH,345.95,0.0010,-0.0226,0.0787,-0.0559,-0.2327,0.6600,-0.2071,-0.0815,-0.2116,0.3655,0.0201,0.0388,1.9310,1.0000,2.9310,0.6588,0.3412,0.0015,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/4/20,BTC,10666.63,0.0118,-0.0160,-0.0065,-0.0005,-0.3499,-0.1041,-0.0038,ETH,352.37,0.0186,-0.0206,0.0097,-0.0656,-0.2172,0.0852,-0.2511,-0.1327,-0.1893,0.2472,0.0189,0.0385,2.0362,1.0000,3.0362,0.6706,0.3294,0.0067,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/5/20,BTC,10792.21,0.0118,0.0014,0.0099,0.0006,0.0318,0.1722,0.0053,ETH,353.62,0.0035,-0.0173,0.0048,-0.0287,-0.1862,0.0446,-0.1152,0.2180,0.1276,0.1205,0.0189,0.0377,1.9939,1.0000,2.9939,0.6660,0.3340,0.0003,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/6/20,BTC,10599.66,-0.0178,-0.0018,-0.0120,-0.0323,-0.0402,-0.2123,-0.2800,ETH,340.75,-0.0364,-0.0343,-0.0372,-0.0667,-0.3701,-0.3565,-0.2830,0.3299,0.1441,0.0030,0.0190,0.0385,2.0322,1.0000,3.0322,0.6702,0.3298,0.0034,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/7/20,BTC,10666.39,0.0063,0.0091,-0.0100,-0.0250,0.2016,-0.1793,-0.2254,ETH,341.58,0.0024,-0.0116,-0.0445,-0.1227,-0.1255,-0.4396,-0.5446,0.3271,0.2603,0.3192,0.0190,0.0350,1.8373,1.0000,2.8373,0.6476,0.3524,0.0061,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/8/20,BTC,10925.57,0.0243,0.0364,0.0215,-0.0007,0.8167,0.3893,-0.0068,ETH,350.95,0.0274,0.0145,-0.0085,-0.0870,0.1561,-0.0888,-0.4103,0.6606,0.4781,0.4036,0.0199,0.0357,1.7976,1.0000,2.7976,0.6425,0.3575,-0.0070,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/9/20,BTC,11050.64,0.0114,0.0360,0.0194,-0.0027,0.8106,0.3547,-0.0273,ETH,365.02,0.0401,0.0359,0.0145,-0.0525,0.3876,0.1562,-0.2667,0.4229,0.1985,0.2394,0.0198,0.0370,1.8703,1.0000,2.8703,0.6516,0.3484,0.0091,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/10/20,BTC,11293.22,0.0220,0.0464,0.0479,0.0342,1.0389,0.8840,0.3677,ETH,370.52,0.0151,0.0478,0.0297,-0.0014,0.5152,0.3267,-0.0077,0.5237,0.5573,0.3754,0.0201,0.0363,1.8077,1.0000,2.8077,0.6438,0.3562,0.0008,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/11/20,BTC,11369.02,0.0067,0.0726,0.0706,0.0914,1.6109,1.2917,1.0239,ETH,374.16,0.0098,0.0980,0.0604,0.0993,1.0556,0.6631,0.5728,0.5553,0.6287,0.4511,0.0166,0.0306,1.8399,1.0000,2.8399,0.6479,0.3521,-0.0025,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/12/20,BTC,11528.25,0.0140,0.0808,0.0906,0.0948,1.7510,1.6413,1.1048,ETH,386.51,0.0330,0.1315,0.1184,0.1229,1.4029,1.2962,0.7406,0.3481,0.3451,0.3641,0.0167,0.0312,1.8675,1.0000,2.8675,0.6513,0.3487,-0.0011,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/13/20,BTC,11420.56,-0.0093,0.0453,0.0833,0.1151,0.9557,1.4830,1.4236,ETH,381.04,-0.0142,0.0857,0.1014,0.1881,0.9035,1.1057,1.2337,0.0523,0.3773,0.1898,0.0153,0.0263,1.7216,1.0000,2.7216,0.6326,0.3674,0.0021,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/14/20,BTC,11417.89,-0.0002,0.0332,0.0704,0.0635,0.6955,1.2372,0.8221,ETH,378.69,-0.0062,0.0375,0.0747,0.0852,0.3976,0.8190,0.5932,0.2979,0.4182,0.2289,0.0116,0.0188,1.6264,1.0000,2.6264,0.6193,0.3807,0.0058,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/15/20,BTC,11505.12,0.0076,0.0188,0.0661,0.0766,0.3910,1.1432,1.0482,ETH,377.64,-0.0028,0.0192,0.0679,0.0731,0.2055,0.7453,0.5433,0.1855,0.3978,0.5049,0.0114,0.0188,1.6451,1.0000,2.6451,0.6219,0.3781,0.0021,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/16/20,BTC,11319.32,-0.0161,-0.0044,0.0679,0.0551,-0.0917,1.1606,0.7543,ETH,365.5,-0.0321,-0.0231,0.0726,0.0327,-0.2528,0.8018,0.2583,0.1611,0.3588,0.4960,0.0123,0.0204,1.6653,1.0000,2.6653,0.6248,0.3752,-0.0006,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/17/20,BTC,11360.2,0.0036,-0.0146,0.0650,0.0544,-0.3105,1.1086,0.7635,ETH,368.32,0.0077,-0.0471,0.0783,0.0303,-0.5213,0.8777,0.2590,0.2108,0.2309,0.5045,0.0123,0.0204,1.6622,1.0000,2.6622,0.6244,0.3756,-0.0021,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
