LongEntryThr,-1,-1,,,,RESULTS,zd5,zd10,zd20,COMBO,,,,,Correls,5day,10day,20day,TRY,-0.994766047,-0.301718876,-0.096730749,-2.087140557,-0.983561737,-0.962295287,-0.967506466,0,-0.316111803,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,,,,,,,
11/1/19,BTC,9231.61,0.0099,-0.0313,0.1511,0.1122,-0.3701,1.5609,0.9937,ETH,182.85,0.0037,-0.0049,0.0680,0.0176,-0.0555,0.6273,0.1653,-0.3147,0.9336,0.8283,0.0476,0.0395,1.0000,1.2058,2.2058,0.4533,0.5467,0.0027,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/2/19,BTC,9289.52,0.0063,0.0092,0.2441,0.1226,0.1088,2.4614,1.0663,ETH,182.91,0.0003,0.0065,0.1266,0.0106,0.0742,1.1705,0.1009,0.0346,1.2909,0.9655,0.0476,0.0395,1.0000,1.2052,2.2052,0.4535,0.5465,-0.0005,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/3/19,BTC,9194.71,-0.0102,-0.0226,0.2404,0.1014,-0.2733,2.3035,0.8716,ETH,181.54,-0.0075,-0.0468,0.1319,-0.0277,-0.5318,1.2114,-0.2640,0.2586,1.0921,1.1356,0.0477,0.0388,1.0000,1.2283,2.2283,0.4488,0.5512,-0.0030,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/4/19,BTC,9393.35,0.0216,0.0261,0.0853,0.1512,0.3191,0.7816,1.2864,ETH,185.71,0.0230,0.0141,0.0232,0.0289,0.1596,0.2116,0.2760,0.1595,0.5700,1.0104,0.0473,0.0384,1.0000,1.2332,2.2332,0.4478,0.5522,-0.0129,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/5/19,BTC,9308.66,-0.0090,0.0184,0.0085,0.1648,0.2278,0.0776,1.3726,ETH,188.68,0.0160,0.0357,0.0512,0.0814,0.4042,0.4699,0.7782,-0.1764,-0.3922,0.5944,0.0471,0.0376,1.0000,1.2523,2.2523,0.4440,0.5560,-0.0059,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/6/19,BTC,9339.05,0.0033,0.0116,-0.0200,0.1572,0.1451,-0.1825,1.2784,ETH,191.16,0.0131,0.0454,0.0403,0.0790,0.5146,0.3731,0.7552,-0.3695,-0.5556,0.5232,0.0471,0.0375,1.0000,1.2537,2.2537,0.4437,0.5563,0.0072,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/7/19,BTC,9216.2,-0.0132,-0.0079,0.0012,0.1597,-0.0984,0.0110,1.2730,ETH,186.68,-0.0234,0.0206,0.0273,0.0807,0.2331,0.2525,0.7718,-0.3315,-0.2415,0.5012,0.0470,0.0375,1.0000,1.2543,2.2543,0.4436,0.5564,-0.0125,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/8/19,BTC,8773.73,-0.0480,-0.0458,-0.0674,0.1039,-0.5711,-0.6215,0.8109,ETH,183.74,-0.0157,0.0121,-0.0353,0.0696,0.1370,-0.3271,0.6680,-0.7081,-0.2944,0.1428,0.0487,0.0377,1.0000,1.2909,2.2909,0.4365,0.5635,-0.0018,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/9/19,BTC,8809.41,0.0041,-0.0622,-0.0377,0.0713,-0.7742,-0.3490,0.5506,ETH,184.89,0.0063,-0.0044,0.0096,0.0552,-0.0500,0.0891,0.5314,-0.7242,-0.4381,0.0192,0.0482,0.0375,1.0000,1.2847,2.2847,0.4377,0.5623,-0.0009,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/10/19,BTC,9039.47,0.0261,-0.0289,-0.0111,0.1027,-0.3593,-0.1029,0.7896,ETH,188.96,0.0220,0.0015,0.0372,0.0861,0.0168,0.3454,0.8291,-0.3761,-0.4483,-0.0395,0.0484,0.0377,1.0000,1.2852,2.2852,0.4376,0.5624,-0.0030,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/11/19,BTC,8733.27,-0.0339,-0.0649,-0.0540,0.0889,-0.8056,-0.5021,0.6777,ETH,184.98,-0.0211,-0.0323,0.0116,0.0805,-0.3668,0.1081,0.7748,-0.4388,-0.6103,-0.0970,0.0488,0.0378,1.0000,1.2914,2.2914,0.4364,0.5636,-0.0020,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/12/19,BTC,8821.94,0.0102,-0.0428,-0.0503,0.1815,-0.5291,-0.4679,1.3741,ETH,187.09,0.0114,0.0022,0.0229,0.1524,0.0249,0.2122,1.4688,-0.5540,-0.6800,-0.0947,0.0456,0.0354,1.0000,1.2866,2.2866,0.4373,0.5627,-0.0053,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/13/19,BTC,8777.12,-0.0051,0.0004,-0.0454,0.1841,0.0048,-0.4218,1.3660,ETH,188.11,0.0055,0.0238,0.0362,0.1729,0.2694,0.3360,1.6477,-0.2647,-0.7578,-0.2818,0.0456,0.0351,1.0000,1.2965,2.2965,0.4354,0.5646,0.0031,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/14/19,BTC,8646.68,-0.0149,-0.0185,-0.0795,-0.0010,-0.2281,-0.7378,-0.0070,ETH,184.92,-0.0170,0.0002,-0.0043,0.0188,0.0018,-0.0396,0.1763,-0.2300,-0.6982,-0.1834,0.0265,0.0203,1.0000,1.3029,2.3029,0.4342,0.5658,0.0063,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/15/19,BTC,8471.73,-0.0202,-0.0628,-0.0899,-0.0822,-0.7765,-0.8322,-0.5976,ETH,180,-0.0266,-0.0474,-0.0460,0.0028,-0.5389,-0.4299,0.0266,-0.2376,-0.4023,-0.6242,0.0217,0.0211,1.0000,1.0310,2.0310,0.4924,0.5076,-0.0056,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/16/19,BTC,8491.02,0.0023,-0.0277,-0.0908,-0.1090,-0.3419,-0.8375,-0.7924,ETH,182.37,0.0132,-0.0141,-0.0460,-0.0075,-0.1617,-0.4367,-0.0704,-0.1802,-0.4009,-0.7220,0.0201,0.0206,1.0272,1.0000,2.0272,0.5067,0.4933,-0.0032,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/17/19,BTC,8502.4,0.0013,-0.0362,-0.0775,-0.0763,-0.4464,-0.7118,-0.5548,ETH,183.82,0.0080,-0.0175,-0.0153,0.0116,-0.2054,-0.1482,0.1110,-0.2410,-0.5635,-0.6658,0.0189,0.0205,1.0831,1.0000,2.0831,0.5199,0.4801,-0.0046,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/18/19,BTC,8187.17,-0.0371,-0.0672,-0.0669,-0.1297,-0.8277,-0.6130,-0.9462,ETH,178.2,-0.0306,-0.0527,-0.0302,-0.0644,-0.6391,-0.2976,-0.6459,-0.1886,-0.3154,-0.3003,0.0193,0.0184,1.0000,1.0497,2.0497,0.4879,0.5121,0.0033,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/19/19,BTC,8133.64,-0.0065,-0.0593,-0.0767,-0.1115,-0.7278,-0.7024,-0.8141,ETH,175.94,-0.0127,-0.0486,-0.0484,-0.0393,-0.6111,-0.4977,-0.4257,-0.1167,-0.2047,-0.3884,0.0187,0.0166,1.0000,1.1275,2.1275,0.4700,0.5300,0.0016,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/20/19,BTC,8098.01,-0.0044,-0.0441,-0.1041,-0.1141,-0.5396,-0.9523,-0.8343,ETH,174.72,-0.0069,-0.0293,-0.0754,-0.0409,-0.3819,-0.8084,-0.4787,-0.1577,-0.1439,-0.3556,0.0187,0.0166,1.0000,1.1245,2.1245,0.4707,0.5293,0.0142,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/21/19,BTC,7627.74,-0.0581,-0.1017,-0.1266,-0.1737,-1.2425,-1.1523,-1.2699,ETH,161.01,-0.0785,-0.1171,-0.1296,-0.1194,-1.5471,-1.4509,-1.5194,0.3046,0.2986,0.2495,0.0216,0.0238,1.0993,1.0000,2.0993,0.5237,0.4763,0.0092,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/22/19,BTC,7268.23,-0.0471,-0.1452,-0.1761,-0.2176,-1.7570,-1.5920,-1.5783,ETH,149.56,-0.0711,-0.1864,-0.2006,-0.1823,-2.4263,-2.2957,-2.4033,0.6692,0.7037,0.8250,0.0229,0.0278,1.2154,1.0000,2.2154,0.5486,0.4514,-0.0036,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/23/19,BTC,7311.57,0.0060,-0.1069,-0.1670,-0.2048,-1.2697,-1.4879,-1.4673,ETH,151.84,0.0152,-0.1479,-0.1928,-0.1636,-1.8513,-2.1695,-2.1268,0.5815,0.6816,0.6595,0.0232,0.0283,1.2209,1.0000,2.2209,0.5497,0.4503,0.0045,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/24/19,BTC,6903.28,-0.0558,-0.1513,-0.2016,-0.2651,-1.8306,-1.8007,-1.8970,ETH,139.96,-0.0782,-0.2045,-0.2431,-0.2464,-2.6915,-2.6795,-3.1124,0.8609,0.8788,1.2153,0.0239,0.0313,1.3092,1.0000,2.3092,0.5669,0.4331,-0.0008,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/25/19,BTC,7109.57,0.0299,-0.1221,-0.1608,-0.2362,-1.4878,-1.4297,-1.6735,ETH,145.69,0.0409,-0.1662,-0.1906,-0.2278,-2.2074,-2.0153,-2.6962,0.7196,0.5856,1.0227,0.0259,0.0330,1.2729,1.0000,2.2729,0.5600,0.4400,-0.0017,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/26/19,BTC,7156.14,0.0066,-0.0618,-0.1572,-0.2337,-0.7734,-1.4138,-1.6510,ETH,147.47,0.0122,-0.0841,-0.1914,-0.2286,-1.1575,-2.0053,-2.5788,0.3840,0.5915,0.9278,0.0260,0.0330,1.2657,1.0000,2.2657,0.5586,0.4414,0.0121,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/27/19,BTC,7508.52,0.0492,0.0331,-0.1169,-0.1853,0.4292,-1.0600,-1.3057,ETH,152.62,0.0349,0.0205,-0.1697,-0.1825,0.2921,-1.7649,-1.9732,0.1372,0.7049,0.6676,0.0295,0.0345,1.1681,1.0000,2.1681,0.5388,0.4612,-0.0006,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/28/19,BTC,7419.49,-0.0119,0.0148,-0.0938,-0.1544,0.1971,-0.8621,-1.0911,ETH,150.72,-0.0124,-0.0074,-0.1542,-0.1797,-0.1082,-1.6057,-1.9000,0.3053,0.7436,0.8089,0.0281,0.0345,1.2250,1.0000,2.2250,0.5506,0.4494,0.0123,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/29/19,BTC,7739.68,0.0432,0.1212,-0.0484,-0.1214,1.6211,-0.4557,-0.8651,ETH,154.57,0.0255,0.1044,-0.1215,-0.1640,1.5337,-1.2959,-1.7002,0.0874,0.8402,0.8351,0.0303,0.0352,1.1615,1.0000,2.1615,0.5374,0.4626,-0.0042,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
11/30/19,BTC,7541.89,-0.0256,0.0608,-0.0687,-0.1657,0.7943,-0.6589,-1.1864,ETH,151.37,-0.0207,0.0390,-0.1336,-0.1989,0.5651,-1.4425,-2.0339,0.2292,0.7836,0.8475,0.0296,0.0345,1.1667,1.0000,2.1667,0.5385,0.4615,-0.0088,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/1/19,BTC,7390.89,-0.0200,0.0328,-0.0311,-0.1537,0.4265,-0.3027,-1.1030,ETH,150.73,-0.0042,0.0221,-0.0638,-0.1852,0.3217,-0.6984,-1.8511,0.1048,0.3957,0.7481,0.0291,0.0345,1.1830,1.0000,2.1830,0.5419,0.4581,-0.0008,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/2/19,BTC,7294.28,-0.0131,-0.0285,0.0036,-0.1732,-0.3706,0.0356,-1.2488,ETH,148.65,-0.0138,-0.0260,-0.0061,-0.2055,-0.3794,-0.0675,-2.0204,0.0088,0.1031,0.7715,0.0288,0.0341,1.1830,1.0000,2.1830,0.5419,0.4581,0.0044,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/3/19,BTC,7292.71,-0.0002,-0.0171,-0.0026,-0.1691,-0.2218,-0.0260,-1.2246,ETH,147.17,-0.0100,-0.0236,-0.0308,-0.2176,-0.3435,-0.3456,-2.0951,0.1217,0.3196,0.8704,0.0289,0.0339,1.1733,1.0000,2.1733,0.5399,0.4601,-0.0017,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/4/19,BTC,7194.32,-0.0135,-0.0705,0.0422,-0.1680,-0.9148,0.4250,-1.2233,ETH,145.38,-0.0122,-0.0595,0.0387,-0.2138,-0.8705,0.4380,-2.0126,-0.0443,-0.0130,0.7893,0.0289,0.0339,1.1731,1.0000,2.1731,0.5398,0.4602,0.0060,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/5/19,BTC,7389,0.0271,-0.0203,0.0393,-0.1278,-0.2617,0.3954,-0.9362,ETH,148.1,0.0187,-0.0216,0.0165,-0.1772,-0.3151,0.1871,-1.6350,0.0534,0.2083,0.6988,0.0298,0.0343,1.1512,1.0000,2.1512,0.5351,0.4649,0.0089,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/6/19,BTC,7527.47,0.0187,0.0185,0.0519,-0.1135,0.2392,0.5209,-0.8426,ETH,148.45,0.0024,-0.0151,0.0066,-0.1860,-0.2207,0.0752,-1.7054,0.4600,0.4456,0.8627,0.0303,0.0340,1.1237,1.0000,2.1237,0.5291,0.4709,0.0014,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/7/19,BTC,7488.21,-0.0052,0.0266,-0.0027,-0.1193,0.3440,-0.0271,-0.8937,ETH,147.14,-0.0088,-0.0102,-0.0359,-0.1995,-0.1483,-0.4074,-1.8150,0.4923,0.3804,0.9213,0.0302,0.0338,1.1170,1.0000,2.1170,0.5276,0.4724,-0.0091,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/8/19,BTC,7510.11,0.0029,0.0298,0.0122,-0.0827,0.3852,0.1222,-0.6250,ETH,150.44,0.0224,0.0222,-0.0019,-0.1558,0.3256,-0.0212,-1.4032,0.0596,0.1434,0.7782,0.0294,0.0342,1.1640,1.0000,2.1640,0.5379,0.4621,-0.0029,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/9/19,BTC,7338.64,-0.0228,0.0201,-0.0518,-0.0977,0.2599,-0.5207,-0.7438,ETH,147.38,-0.0203,0.0138,-0.0465,-0.1623,0.2057,-0.5459,-1.4568,0.0542,0.0252,0.7130,0.0297,0.0343,1.1555,1.0000,2.1555,0.5361,0.4639,-0.0026,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/10/19,BTC,7224.13,-0.0156,-0.0223,-0.0421,-0.1079,-0.2903,-0.4236,-0.8258,ETH,145.56,-0.0123,-0.0172,-0.0384,-0.1669,-0.2609,-0.4539,-1.4906,-0.0294,0.0304,0.6648,0.0298,0.0343,1.1520,1.0000,2.1520,0.5353,0.4647,0.0059,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/11/19,BTC,7210,-0.0020,-0.0422,-0.0245,-0.0548,-0.5512,-0.2459,-0.4220,ETH,143.39,-0.0149,-0.0341,-0.0487,-0.1094,-0.5249,-0.5781,-0.9763,-0.0263,0.3322,0.5544,0.0271,0.0302,1.1152,1.0000,2.1152,0.5272,0.4728,-0.0058,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
